acta_id,acta_detalle_id,diputado_nombre,persona_id,bloque,distrito_nombre,voto
3890,1158683,LLARYORA Martín Miguel, ,Córdoba Federal,Córdoba,AFIRMATIVO
3890,1158684,LÓPEZ Juan Manuel, ,Coalición Cívica,C.A.B.A.,NEGATIVO
3890,1158685,LÓPEZ KOENIG Leandro Gastón, ,PRO,Neuquén,AFIRMATIVO
3890,1158686,LOSPENNATO Silvia Gabriela, ,PRO,Buenos Aires,AFIRMATIVO
3890,1158687,LOTTO Inés Beatriz, ,Frente para la Victoria - PJ,Formosa,NEGATIVO
3890,1158688,LOUSTEAU Martín, ,Evolución Radical,C.A.B.A.,AUSENTE
3890,1158689,MACHA Mónica, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158690,MACÍAS Oscar Alberto, ,Justicialista,Corrientes,AFIRMATIVO
3890,1158691,MAQUIEYRA Martín, ,PRO,La Pampa,AFIRMATIVO
3890,1158692,MARCUCCI Hugo María, ,Unión Cívica Radical,Santa Fe,AFIRMATIVO
3890,1158693,MARTIARENA José Luis, ,Justicialista,Jujuy,NEGATIVO
3890,1158694,MARTÍNEZ Darío, ,Frente para la Victoria - PJ,Neuquén,NEGATIVO
3890,1158695,MARTÍNEZ Silvia Alejandra, ,Unión Cívica Radical,Jujuy,AFIRMATIVO
3890,1158696,MARTÍNEZ VILLADA Leonor María, ,Coalición Cívica,Córdoba,NEGATIVO
3890,1158697,MASIN María Lucila, ,Frente para la Victoria - PJ,Chaco,NEGATIVO
3890,1158698,MASSETANI Vanesa Laura, ,Federal Unidos por una Nueva Argentina,Santa Fe,AFIRMATIVO
3890,1158699,MASSOT Nicolás María, ,PRO,Córdoba,AFIRMATIVO
3890,1158700,MATZEN Lorena, ,Unión Cívica Radical,Rio Negro,AFIRMATIVO
3890,1158701,MEDINA Gladys, ,Justicialista por Tucumán,Tucumán,AFIRMATIVO
3890,1158702,MEDINA Martín Nicolás, ,PRO,Buenos Aires,AFIRMATIVO
3890,1158703,MENDOZA Josefina, ,Unión Cívica Radical,Buenos Aires,AFIRMATIVO
3890,1158704,MENDOZA Mayra Soledad, ,Frente para la Victoria - PJ,Buenos Aires,AUSENTE
3890,1158705,MENNA Gustavo, ,Unión Cívica Radical,Chubut,AFIRMATIVO
3890,1158706,MERCADO Verónica Elizabeth, ,Frente para la Victoria - PJ,Catamarca,AUSENTE
3890,1158707,MESTRE Diego Matías, ,Unión Cívica Radical,Córdoba,AFIRMATIVO
3890,1158708,MIRANDA Pedro Rubén, ,Justicialista,Mendoza,AFIRMATIVO
3890,1158709,MOISÉS María Carolina, ,Justicialista,Jujuy,NEGATIVO
3890,1158710,MOLINA Karina Alejandra, ,PRO,La Rioja,AFIRMATIVO
3890,1158711,MONALDI Osmar, ,PRO,Jujuy,AFIRMATIVO
3890,1158712,MONFORT Marcelo Alejandro, ,Unión Cívica Radical,Entre Ríos,AFIRMATIVO
3890,1158713,MONTENEGRO Guillermo Tristán, ,PRO,Buenos Aires,AFIRMATIVO
3890,1158714,MONZÓ Emilio, ,PRO,Buenos Aires,AUSENTE
3890,1158715,MORALES Flavia, ,Frente de la Concordia Misionero,Misiones,AFIRMATIVO
3890,1158716,MORALES Mariana Elizabet, ,Federal Unidos por una Nueva Argentina,Santiago del Estero,AFIRMATIVO
3890,1158717,MOREAU Cecilia, ,Federal Unidos por una Nueva Argentina,Buenos Aires,NEGATIVO
